name,address,latitude,longitude,details,phone,time,offdate,parking,babycar,pet
마산어시장,경상남도 창원시 마산합포구 복요리로 7 어시장유료주차장,35.20380035,128.5789796,"마산어시장은 200여개의 횟집과 수족관이 있으며 고급어종에서 부터 서민 밥상의 주인공인 고등어,명태까지 무공해 청정해역인 남해안에서 갓 잡은 모든 선어를 한자리에서 만날 수 있는 곳이다. 마산의 건어물과 젓갈을 저렴한 가격에 골라 사는 재미가 있는 곳이며 마산의 대표축제로 자리매김한 마산어시장 축제로 싱싱함과 활력을 그대로 맛 보고 느낄 수 있는 다양한 볼거리와 참여의 공간을 제공한다. CNN선정 경남 Best9 관광지에 선정된 곳으로 마산어시장에서는 고객만족과 행복지수가 업그레이드 되며 아케이드, 너른 마당, 쉼터 조성 등 시설 현대화로 인해 더욱 편리하게 이용할 수 있으며 고객만족을 위한 트랜드 발굴에 최선의 노력을 다하고 있다.<br/>마산창이 설치된 이후 창원부사가 조창에 관원과 조군을 배치하고 선창주변에 마을이 하나 둘 들어서면서 시장(마산장)의 모습을 갖추기 시작했다. 당시 마산장에선 어민들이 어획한 각종 수산물을 비롯해 농산물, 옷감, 유기그릇 등이 거래된 것으로 전해지고 있으며 1899년 마산포가 개항되면서 외국의 공산품들이 들어와 시장 활성화와 함께 마산경제를 지탱하는 근간이 됐다. '만기요람'에 마산포의 객주(현재 수협의 기능과 유사)가 130호나 됐다는 기록으로 미뤄 당시 구마산 어시장이 상당히 번창한 것으로 짐작된다. 조창을 중심으로 한 어시장은 마산항 매립과 함께 현 위치인 동서동 합포로~해안로 사이와 수협주변으로 확장된다. 마산항은 일본의 국권침탈 이후 1914년 현재의 남성동 우체국·극동예식장 일대 1만 1000여평을 매축한 것을 시작으로 1927~1940년 사이 수차례와 홍콩바(대우백화점 뒤 편)~수협 사이 구항 6만 7000여평을 매립하면서 지금에 이르고 있다.",055-224-0009,10:00~22:00(점포마다 상이함),점포마다 상이함,주차가능(어시장 공영주차장),없음,없음
미로예술 원주중앙시장,강원특별자치도 원주시 중앙시장길 6,37.35006651,127.949217,"2015년 원주중앙시장이 문화 관광형 시장으로 선정되어 이를 계기로 중앙시장 2층에 개장한 문화 예술 시장이다. 원주중앙시장은 1992년 화제와 IMF, 고속도로 개통, 대형마트의 출현 등 복합적인 이유로 침체기를 겪었지만, 현재 다양한 문화 예술을 토대로 하여 새롭게 발전하고 있다.원주미로예술시장은 청년 사업가를 유치하여 수공예, 홈 쿠킹 공방, 도자기 공예 등을 운영하고 있다. 또한, 매월 둘째 주 토요일과 일요일에는 청년예술가가 함께하는 다양한 공연과 프리마켓, 시민들을 위한 이벤트, 아이들을 위한 체험 프로그램이 진행되고 있다. 원주미로예술시장은 단순히 물건을 사고파는 시장을 뛰어넘어 복합 문화 공간으로 탈바꿈하고 있다.",033-743-2570 / 033-747-6082,,,,없음,없음
청하시장(공진시장),경상북도 포항시 북구 청하면 미남리 382-3,36.19710248,129.3399073,"활기 넘치는 오일장
극 중 배경인 가상의 마을인 공진. 공진 내에 자리한 공진시장의 실제 장소인 청하시장에는 실제로 1일과 6일에 '청하오일장'이 선다. 해산물부터 싱싱한 농산물, 직접 만든 먹거리까지 다양한 상품과 장을 보는 이들로 가득해 활기가 넘친다. 청하시장 곳곳에 '갯마을차차차' 촬영 세트 위치나 인근 관광지가 잘 표시되어 있는 안내판이 있으니 참고하자.",,,,,,
나이스클랍_롯데(아)가산점,서울특별시 금천구 벚꽃로 278 SJ테크노빌,37.47954323,126.8846459,-,02-2623-2139,11:00-20:30,명절,가능,,
LYNN 현대시티(아)동대문점,서울특별시 중구 장충단로13길 20린코너(현대시티아울렛),37.56878784,127.0076822,-,02-2283-2342,10:30-21:00,명절,가능,,
발렌시아 롯데팩토리가산,"서울특별시 금천구 벚꽃로 278, 1층",37.47954323,126.8846459,-,02-2623-2127,11:00-20:30,명절,가능,,
MLB_현대(아)동대문,"서울시 중구 장충단로13길 20 4층(을지로6가, 현대시티아울렛동대문점)",37.56878784,127.0076822,-,02-6965-2824,11:00~21:00,명절,가능,,
와이즈유의원코스메틱 명동,"서울특별시 중구 명동8가길 52, 3층(충무로2가)",37.56179386,126.9879786,-,02-777-0528,09:00-18:00,,불가능,,
비아이오성형외과,서울특별시 강남구 도산대로 107비아이오성형외과,37.51683299,127.0201242,-,02-535-9000,09:00-18:00,"명절, 공휴일",가능,,
자라,"서울특별시 구로구 경인로 6621층,2층",37.50891489,126.888417,-,02-2210-0880,11:00~21:00,,가능,,
밀레 롯데팩토리가산,"서울특별시 금천구 벚꽃로 278, 2층",37.47954323,126.8846459,-,02-2623-2213,11:00-20:30,명절,가능,,
동일 라코스테 타임스퀘어,서울시 영등포구 영중로 15,37.5178336,126.9053818,-,02-2638-2000,11:00-20:00,,가능,,
한섬 시스템옴므 현대가산,서울특별시 금천구 디지털로10길 9,37.4776713,126.8890706,-,02-2136-9876,11:00-21:00,명절,가능,,
비비안,서울특별시 중구 한강대로 405 3층,37.55454163,126.9717664,-,,10:00~21:00,"명절, 신정",가능,,
컨버스 타임스퀘어,"서울특별시 영등포구 영중로 15 (영등포동4가, 타임스퀘어) 3층",37.5178336,126.9053818,-,02-2638-2560,11:00-20:00,,가능,,
샤틴,"서울특별시 금천구 벚꽃로 278, 1층 (가산동, 롯데백화점 팩토리아울렛가산점)",37.47954323,126.8846459,-,02-2623-2135,10:30~20:30,,가능,,
빈폴 타임스퀘어점,서울특별시 영등포구 영중로 15,37.5178336,126.9053818,-,02-2638-2025,11:00-20:00,,가능,,
비이커 타임스퀘어점,서울특별시 영등포구 영중로 15 2층,37.5178336,126.9053818,-,02-2638-2436,11:00-20:00,,가능,,
에이케이골프 롯데팩토리가산,"서울시 금천구 벚꽃로 278 (가산동,SJ테크노빌) 3층",37.47954323,126.8846459,-,02-2623-2320,11:00-20:30,명절,가능,,
미소페 롯데팩토리가산,"서울특별시 금천구 벚꽃로 278, 1층",37.47954323,126.8846459,-,02-2623-2101,11:00-20:30,명절,가능,,
스퍼 타임스퀘어,서울특별시 영등포구 영중로 15 B1층,37.5178336,126.9053818,-,02-2677-1110,11:00-20:00,,가능,,
미니멈 현대동대문,"서울특별시 중구 장충단로13길 20, 3층",37.56878784,127.0076822,-,02-2283-2335,10:30-21:00,일정하지 않음,가능,,
에잇세컨즈 롯데 동부산점,부산광역시 기장군 기장해안로 147,35.19225217,129.212808,-,051-901-2773,10:00-20:30,명절,가능,,
빈폴,서울특별시 관악구 봉천로 209,37.49054823,126.9249975,-,02-3289-8473,10:00~20:00,,가능,,
레노마키즈,서울 금천구 디지털로185,37.47826009,126.8872263,-,,10:30~21:00,,가능,,
바쏘 현대동대문,서울특별시 중구 장충단로13길 20현대아울렛6층,37.56878784,127.0076822,-,02-2283-2600,10:30-21:00,명절,가능,,
쉬즈미스,서울특별시 중구 장충단로13길 20,37.56878784,127.0076822,-,02-2283-2316,10:30~20:30,,가능,,
루이까스텔 롯데팩토리가산,서울특별시 금천구 벚꽃로 278,37.47954323,126.8846459,-,02-2623-2322,11:00-20:30,명절,가능,,
롯데프리미엄아울렛 기흥점,경기도 용인시 기흥구 신고매로 124,37.22542136,127.1209288,"롯데프리미엄아울렛 기흥점은 가족들과 행복한 추억을 만들수 있는 숲모험 놀이터, 반려견 놀이터, 미니 기차, 실내 서핑 등이 있다. 아시아 최대 규모 나이키 팩토리, 쇼핑몰 최초 실내 서핑숍 등 300여 개 다양한 브랜드가 한곳에 모여 있다. 경부고속도로(기흥 IC), 영동고속도로, 분당수서 간 도로 등과 인접해 있어 가깝고 편리하게 만나볼 수 있다.",1577-0001,"하절기(3월~10월)<br> 10:30~21:00<br>동절기 (11월~2월)<br> 주중(월~목) 10:30~20:30, 주말(금~일, 공휴일) 10:30~21:00",설/추석 당일,주차 가능,없음,가능
롯데아울렛 광주수완점,광주광역시 광산구 장신로 98 롯데쇼핑몰,35.18985171,126.8201485,"롯데아울렛 광주수완점은 매일 새로움과 즐거운 경험을 제공한다. 200여 개 국내외 유명 브랜드 및 해외 명품 편집숍이 입점해있다. 아렛, 마트, 시네마를 한 번에 만날 수 있는 수완 롯데 타운이다.",1577-0001,매일 10:30~21:00,월 1회 정기 휴무,,,
롯데몰 광명점,"경기도 광명시 일직로 17 이케아광명점,롯데아울렛",37.42324698,126.8839476,"매일 새로움과 즐거운 경험을 제공하는 롯데몰 광명점은 최신 트렌드를 반영한 가심비, 가성비 쇼핑이 모두 가능한 합리적인 쇼핑몰이다. 볼거리, 먹거리, 즐길거리가 가득 채워진 롯데몰 광명점에서 가족과 함께, 친구와 함께 즐거운 쇼핑 시간을 가져보자.",1577-0001,10:30~21:00,설/추석 당일 휴점,가능,,
롯데아울렛 이시아폴리스점,대구광역시 동구 팔공로49길 16 (봉무동),35.92158992,128.6373909,"온 가족이 즐거운 ‘도심 속의 힐링 테마파크’ 롯데아울렛 이시아폴리스점이다. 대구, 경북 유일의 글로벌 직영 상설 매장 나이키팩토리, 아디다스 팩토리와, ZARA, 한섬관부터 빈폴, 타미힐피거, 라코스테 등 유명 브랜드를 만날 수 있다. 합리적인 가격과 품질 좋은 제품으로 쇼핑의 즐거움을 느낄 수 있다.",1577-0001,하절기(3~10월)<br />주중/주말 동일 10:30~21:00<br />동절기(11-2월)<br />주중(월~목) 10:30~20:00<br />주말(금~일) 10:30~21:00,월 1회 정기 휴무,,,
롯데몰 진주점,경상남도 진주시 동진로 440 (충무공동),35.18019233,128.1398631,매일 새로움과 즐거운 경험을 제공하는 롯데몰 진주점이다. 지역에서 가장 크고 넓고 쾌적한 동선과 주차가 쉽고 편리한 진주 혁신도시의 최초이자 최대 복합 쇼핑몰이다.,1577-0001,매일 10:30~21:00,월 1회 정기 휴무,가능,,
울산업스퀘어,울산광역시 남구 화합로 185,35.54138758,129.3389289,"울산 양대 번화가 중 하나인 삼산동 디자인 거리에 있는 업스퀘어는 생활, 문화, 상업 패션 등 글로벌 감각과 최신 트렌드를 한눈에 볼 수 있는 복합 쇼핑몰이다. 지하 1층에는 대형 서점과 디지털 음반, 문구점, 커피숍, 의류 등 볼거리가 있다. 또한 키즈파크가 있어 아이와 함께 방문하기 좋다. 2층~5층은 여성 정장, 남성 정장, 캐주얼, 스포츠 의류, 슈즈 멀티샵 등 다양한 패션 브랜드를 한곳에서 볼 수 있어 쇼핑하기 편리하다. 5층은 짬뽕, 돈가스, 쌀국수, 라멘, 회전 스시집 맛집이 모여있는 식당가가 있으며 식당가 옆으로 종종 행사장에서 플리마켓도 진행도 하고 영화관도 함께 있어 울산 데이트 장소로 인기가 많다.",052-990-5000,10:30~22:00,연중무휴,있음 / 주차요금 무료(매장 이용 후 주차 등록),,
지존스토어 롯데월드몰점,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰B1층 B01-030호,37.51424591,127.1040305,"지존스토어는 독창적이고 재치 있는 비주얼의 캐릭터 브랜드 지존(ZIZONE)의 첫 번째 브랜드 스토어이다. 지지, 핑고, 식빵새 세 캐릭터의 못 말리는 일상 이야기를 담고 있으며 특별하지 않지만 그 자체로 빛나는 각자의 삶을 전달하고자 한다. 롯데월드몰 지하 1층에 위치하여 다양하게 즐길거리가 가득한 곳으로, 일상 속에서 다양하게 즐길 수 있는 250여 종의 라이프스타일 아이템을 선보이고 있다.",02-3213-4757,10:30~22:00,연중무휴,있음  (롯데월드몰 홈페이지 오시는 길 참고),,가능
동문공설시장,제주특별자치도 제주시 일도일동1144-28,33.51255679,126.5282113,"제주동문공설시장은 제주에서 가장 오랜 역사를 가진 재래상설시장, 동문재래시장과 연결되어 있다. 주차장과 연결되고 야시장이 있어 많은 여행자가 이용한다. 다양한 토산품과 먹거리가 있어 여행을 마치고 공항 가는 길에 들르는 여행자가 많으며, 여러 차례 방송에 소개되기도 하였다. 감귤, 옥돔 등 선물로 구매하고자 하는 여행자들은 바로 택배 발송할 수 있어 편리하게 이용할 수 있다. 근처 여행지로 제주 원도심, 삼성혈, 제주 성지 등이 있다.",064-722-5109,08:00~21:00 (점포별 상이),연중무휴 (점포별 상이),약 130대,,
베니스스퀘어,경기도 시흥시 서울대학로278번길 61 서영베니스스퀘어,37.36823675,126.7306853,"베니스스퀘어는 경기도 시흥시 배곧동에 있는 복합문화공간 기능을 하는 대형 쇼핑몰이다. 유럽풍의 스트리트몰로 베네치아의 산 마르코 광장을 모티브로 설계되었다. 테라스 공간을 확보하여 공간의 개방성과 외관의 특성을 랜드마크화하였으며, 푸드존을 특화하였다. 쾌적한 쇼핑 환경을 위한 시크릿가든과 스카이가든이 있다. 주 출입구에 시계탑이 설치되어 상징성을 가지게 되었다. 쇼핑 공간은 총 8층으로 구성되어 있으며, 1층~7층까지 원스톱 에스컬레이터가 설치되어 있다. 최신 주차시스템을 갖추고 있어 편하게 이용할 수 있다. 영화관을 포함하여 레스토랑, 카페, 각종 전시판매점 등 200여 개가 넘는 상가가 입점해 있다.",1566-3991,점포별 상이,연중무휴 (점포별 상이),있음,,
김미영 돌산갓김치,전라남도 여수시 돌산읍 향일암로 57,34.59397712,127.8026855,"여수 돌산갓은 여수의 명물 특산품으로 따뜻한 해양기후와 풍부한 유기질 토양에 해풍까지 최적의 재배환경으로 잎이 부드럽고 톡 쏘는 맛이 일품이다. 특히 겨울의 추운 날씨를 견디고 봄에 자란 돌산갓은 맛이 좋고 실하다 하며, 다른 지역의 갓에 비해 부드럽고 빨리 시어 지지 않아 더 맛있으며 무기질 비타민 함량도 높다고 한다.
여수의 명물로 톡 쏘는 맛이 일품인 돌산갓 중에서도 겨울을 이겨내고 자라 가장 맛이 좋다는 봄에 수확한 갓으로 만든 김치는 더 맛있어 인기가 높다고 한다. 아삭하면서 적당히 짭짤한 맛을 내는 갓김치를 위해 세척하는 과정을 시작으로 갓김치의 맛을 좌우하는 양념은 고춧가루, 배뿐만 아니라 밴댕이, 표고버섯, 무 등을 넣어 끓인 육수를 넣은 특별한 비법의 양념으로 풋내가 나지 않도록 많이 버무리지 않고 숙성해 돌산 갓김치 맛의 비법을 살려 만든다고 한다. 매콤하면서도 칼칼하고 특유의 향과 풍미가 일품으로 아삭하고 톡 쏘는 맛이 별미이고, 숙성이 되면 될수록 더 감칠맛이 돌기 때문에 인기라고 한다. 맛으로 입소문이 나 줄서서 구매하는 곳이다. 여수 향일암을 둘러보고 내려오는 길에 갓김치를 시식 후 구매 가능하고 무료 막걸리를 함께 즐길 수 있다.",061-643-7553,08:00~18:00,매주 수요일,향일암 주차장 이용 (2시간 무료),,
