명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,수용인원,이용시간,쉬는날,이용요금,할인정보,관람소요시간,주차시설,주차요금,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
영월종교미술박물관,26210.0,,,강원특별자치도 영월군 북면 시루산길 122-2,37.2108168777,128.4454792035,"종교미술박물관은 프랑스, 독일, 로마의 목공방에서 도제시절부터 평생을 이어져온 최바오로 작가의 역장인 성화와 성상조각작품을 감상 할 수 있는 곳이다. 전시관 2동에는 직접 성서를 기반으로 제작한 100여점의 주 전시작품이 전시되어 있고, 수장고에는 약 600여점의 작품들이 시기적으로 교체되면서 전시되고 있다.
전시실은 야외전시, 1동, 2동으로 이루어져있다. 야외전시에서는 박물관 입구에 전시된 십자가에 못박힌 예수상은 부산비엔날레에 출품했던 작품이다. 예수상의 크기가 3m가 넘는 국대 최대 규모를 자랑한다. 이어서 1동은 성서를 기반으로 한 작품이 전시되어 있고, 2동에는 불교와 힌두교 등의 동서양 종교 작품이 전시되어 있다. 또한 홈페이지를 참조하면 사이버전시관을 통해서도 이러한 작품들을 감상할 수 있다. 다양한 종교, 그리고 그와 관련된 많은 작품들을 한곳에서 만나볼 수 있는 종교미술 관련 전시관이다. (출처 : 강원도청)",,,,09:00~17:00,매주 화요일,"일반 5,000원 / 초중고 3,000원 / 유치원 2,000원",,,주차 가능,,없음,없음,없음,
울산전시컨벤션센터,44951.0,,,울산광역시 울주군 삼남읍 울산역로 255,35.5556598644,129.1316827314,"울산전시컨벤션센터, 유에코(UECO)는 각종 전시회, 국제회의, 세미나, 문화공연 등 다양한 콘텐츠를 통해 비즈니스 방문객을 위한 전시장 및 회의 시설로서의 기능뿐만 아니라, 시민들의 휴식과 여가를 즐길 수 있는 복합비즈니스 공간으로 조성되었다. 유에코는 총 400여 개 부스 규모의 전시회 또는 7,000명 규모의 행사가 가능한 7,776㎡의 전시장과 1,400명을 수용할 수 있는 회의장을 보유하고 있다.
<출처: 유에코(UECO)>",,"지하1층 ~ 지상3층 / 연면적 43,000㎡","컨벤션홀 1,000명 / 회의실 12개실, 1,550명",,,,,,가능 (800대),,없음,없음,없음,"대관안내:홈페이지 참조
"
원주시립미리내도서관,26464.0,,,강원특별자치도 원주시 양지로 46(반곡동),37.3253311235,127.98390069540001,"원주시립미리내도서관은 원주시 반곡동에 위치한 시립도서관이다. 2021년 3월 개관했으며 시민들이 유용한 지식정보를 자유롭게 누릴 수 있도록 체계적이고 균형감 있는 도서와 자료를 제공하고, 시민들의 풍요로운 문화 향유를 위하여 다양한 독서·문화프로그램을 운영하고 있다. <br>",,,,"주말 09:00-18:00 
평일 09:00-22:00(일반자료실) / 09:00-18:00(어린이 자료실)","매주 금요일, 법정공휴일",,,,있음,,없음,없음,없음,
가원미술관,13826.0,,,경기도 과천시 새빛로 24(문원동),37.424007279499996,126.9992259352,"청계산 자락에 위치한 가원미술관은 한국 수채화협회와 연계되어 있고, 수채화 전문 미술관이다. 2003년 개관한 이 미술관 유럽풍 스타일의 2층 건물로 지어졌다. 지하 1층에는 수채화 및 유화 강좌가 열리는 가원아카데미와 아틀리에가 있으며, 1층은 제1전시실과 휴게실, 2층은 제2전시실과 제3전시실, 큐레이터실이 있다. 미술관 내에는 카페가 있어 음료를 주문하면 입장료 50%를 할인 받을 수 있다. 가원미술관은 가원(佳苑, 아름다운 뜰)이란 이름답게 정원 또한 아름답기로 유명하다. 가원미술관은 드라마 촬영지로도 많이 이용 되고 있으며, 이곳에서 드라마 도망자, 장미의 전쟁, 신기생뎐, 난폭한 로맨스, 비밀 등이 촬영 되었다.",,,,"화~금 10:00~18:00<br>
토,일 10:00~19:00",매주 월요일,"성인 2,000원 / 학생 1,000원",,,,,없음,없음,없음,
한국시집박물관,,,,강원특별자치도 인제군 북면 용대리 1119-4,38.1884706602,128.3178167531,"우리나라 근·현대기의 시집을 체계적으로 전시하는 한국시집박물관으로 강원 인제군 북면 용대리에 있다. 만해마을과 여초서예관 인근에 있다. 학국시집박물관에는 근현대 시인의 시집과 자료를 등 1970년대 이전 한국시의 역사를 전시·교육장으로 꾸미고 있다.
한국시집박물관은 9459㎡의 부지에 지하 1층, 지상 2층 규모로 건립되었다. 한국시집박물관은 국내외 300여명의 시인들과 소장가들이 기증한 기증시집 1만여권을 소장하고 있다. 기증시집에는 정지용 시집(1935년, 1946년), 김립 시집(1939년) 등을 비롯한 1950년대 이전에 간행된 희귀시집 100여권도 포함돼 있다. 지상 1층엔 작은 도서관과 각종 체험학습이 가능한 교육·체험공간, 안내실 등이 마련돼 있다. 

(출처 : 강원도청)",,,,"11월~2월 09:00 ~ 17:30 <br />
3월~10월 09:00 ~ 18:00","매주 월요일, 1월1일, 설날, 추석당일",무료,,,주차 가능,,없음,없음,없음,
한국효문화진흥원,35074.0,,,대전광역시 중구 뿌리공원로 45(안영동),36.285811871599996,127.3832199381,"한국효문화진흥원은 5개 전시체험관(효이해실, 효느낌실, 효공감실, 효실천실, 효나눔실)과 13종의 상시 교육프로그램이 운영되는<br />국내 최초의 효문화 체험교육 기관이다. 저렴하고 맛있는 음료를 판매하는 카페와 아기자기한 효관련 물품을 판매하는 기념품점,<br />수천여권의 장서류를 보관하는 도서정보실까지 뿌리공원과 더불어 대전의 명소로 거듭나고 있는 한국효문화진흥원이다.<br>",,,200명,09:30~17:30,"매주 월요일, 1월 1일, 설·추석 당일",무료(전시체험) / 유료(교육프로그램 2천원~1만원),"65세 이상 어르신, 국가유공자 등",2시간 내외,있음(소형 50대 가량),없음,없음,불가,가능,"체험프로그램:- 전시체험, 효인성교육, 전통예절체험, 다례체험<br/>
- 전통매듭공예, 규방공예, 차훈명상, 우드팬시공예<br/>
- 노년생애체험, 클레이아트, 압화공예, 냅킨아트<br/>
- 캘리그라피체험, 젤리램프만들기 등
외국어 안내서비스:불가능(외국어 안내책자 제공 가능)

한국어 안내서비스:가능

예약안내:042-580-9000

"
강문화전시관,36862.0,,,경상북도 예천군 풍양면 삼강리길 53-23,36.5637829085,128.3045411333,"예천의 삼강문화단지 내에 조성된 강문화전시관은 지상3층 연면적 4,874㎡ 규모의 전시관으로 예천의 삼강을 기반으로 강문화의 소개와 생태문화, 민속문화 등 다양한 자원을 소개하고 있는 곳이다. 삼강이 만나 흐르는 낙동강과 세계 강의 역사와 예천의 역사에 대해서도 깊이 알아볼 수 있다. 전시관 내부에는 상설전시실과 영상관, 어린이 실내놀이터,카페 카와티,북카페, 옥상 전망대로 구성되어 있으며, 상설전시실의 전시 연출은 크게 낙동강의 자연과 예천의 역사, 문화, 사람의 다큐멘터리 존(zone)으로 구성되어 있다.<br>",,"지하1층, 지상3층, 연면적 4,874㎡",,"4월~10월 : 10:00 ~ 17:30<br />
11월~3월 : 10:00 ~ 17:00","매주 월요일, 1월1일,설날 및 추석 당일,근로자의 날, 12월 31일","[일반]<br>- 대인 3,000원<br>- 소인, 청소년 2,000원<br><br>[예천군민]<br>- 대인 1,500원<br>- 소인, 청소년 1,000원<br><br>[경로우대] 2,000원<br><br>[무료]<br>- 만2세 이하, 장애인(1~3급 장애인 보호자 1인 포함)<br>- 국가유공자, 삼강리 주민, 다자녀가정(3인 이상)<br>- 단체 인솔자(내국인 20명당 1명 / 외국인 10명당 1명)",,,,,없음,없음,없음,
쾌연재도자미술관,26213.0,,,강원특별자치도 영월군 한반도면 한반도로 452,37.2182117852,128.3679914962,"강원도 영월군 한반도면에 위치한 쾌연재도자미술관은 아기자기한 매력이 있는 미술관으로 전통 도자기와 회화 작품을 전시하고 있으면, 도예체험 프로그램도 진행하고 있어 가족,연인 단위의 관광객들이 찾는 곳이다. 작고 아담한 미술관이지만 문화적 혜택을 제공해 주는 좋은 미술관이다.  또한 도예 체험 프로그램도 하고 있어 평소에 경험하지 못 했던 신기한 체험을 할 수 있다.<br>",,,,"동절기(11월~2월) : 10:00 ~ 17:00<br />
하절기(3월~10월) : 09:00 ~ 18:00",,"어른 : 개인 5,000원 / 단체 4,000원<br />
초중고 : 개인 4,000원 / 단체 3,000원<br />
유치원 : 개인 3,000원 / 단체 2,000원",,,,,없음,없음,없음,
곤충마을박물관,26359.0,,,강원특별자치도 원주시 지정면 간현로 10,37.355480608600004,127.8445401718,"원주시 지정면 간현리에 위치한 원주 곤충마을박물관은 5,000평 부지에 곤충판매장, 곤충실, 곤충표본전시장, 만들기교실 등으로 구성되어 있다.<br>곤충마을박물관에서는 곤충학습 및 체험활동을 통해 자연사랑, 곤충사랑을 배운다. 또한 곤충외에 아이들이 좋아하는 동물도 볼 수 있으며 곤충에 관련된 필요한 상품도 보고 구매할 수도 있다. 식당 및 민박을 겸하고 있어 가족들과 방문시 좋은 추억을 만들 수 있다. 부대시설로는 실내외 식당, 족구장, 놀이터 등이 있어 단체 방문객들도 편리하게 이용이 가능하다. (출처 : 강원도청)",,,,"하절기 : 10:00 ~ 18:00<br>
동절기 : 10:00 ~ 17:00",,"입장료 5,000원 (24개월~성인)",,,주차 가능,,없음,없음,없음,
조엄기념관,26359.0,,,강원특별자치도 원주시 지정면 간현웃말길 46,37.3538725952,127.8517812315,"1764년 고구마를 들여와 백성들의 기근을 해결한 조엄 선생의 업적을 선양하고 관광자원화 하기위해 건립하였다. 조엄 선생은 1763년 통신정사로 일본에 갔다가 굶주린 백성을 위해 고구마 종자를 국내로 들여와 보장법과 재배법을 보급한 인물이다. 한옥형태로 건립된 기념관에는 조엄 선생의 생애와 고구마 전래과정, 고구마 활용에 대한 영상과 사진, 서책자료 등이 전시돼 있다. 기념관 외부에는 주차장과 1천㎡ 규모의 고구마체험묘포장이 조성돼 체험과 학습을 겸한 공간으로 활용되고 있다.<br>",,,,09:00 ~ 18:00,매주 월요일,,,,,,없음,없음,없음,
순천만국제습지센터,58026.0,,,전라남도 순천시 국가정원1호길 7(오천동),34.9289731827,127.4962816006,"순천만국제습지센터는 2013 순천만국제정원박람회의 주제관으로 순천만의 생태적 중요성을 홍보하고 정보를 제공하는 공간이다. 지하 1층, 지상 2층 규모로 ‘지구의 정원’ 순천만에 사는 다양한 생물들을 만날 수 있으며, 습지의 자연정화 원리, 생물과 공존하는 모습과 세계적인 생태 도시들도 만나볼 수 있다. ‘정원이 이야기’를 3D 입체 영상으로 볼 수 있는 입체영상관, 세계 정원 도시에 대한 정보를 제공하는 생태도서관, 살아 있는 자연 속을 걸으며 직접 보는 생태체험관이 갖춰져 있다. 또한 야생동물을 가까이에서 만나는 야생동물원, 홍학을 만날 수 있는 물새 놀이터, 센터 지붕 위에 조성된 친환경 정원인 하늘정원까지 볼거리도 풍부하고 즐길 거리도 많은, 순천만 습지를 이해할 수 있는 살아있는 전시관이다.",,,,08:30~19:00,없음,"순천만 정원 입장료 8,000원		
<br/>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",,1시간 이상,있음,무료,없음,불가,가능,
인제내설악미술관,24607.0,,,강원특별자치도 인제군 북면 예술인촌길 66-12,38.1455549761,128.2533294992,"작가들의 왕성한 창작활동을 육성 지원하여 지역주민과 관광객들이 문화예술 창작작품을 체험할 수 있는 기회를 만들고 작가들의 창작열을 고취하여 문화예술의 고장 인제의 이미지를 높여준다. 인제내설악미술관은 지하 1층, 지상 2층으로 건축되었고, 지역 예술 진흥과 육성을 위해 북면 한계리 내설악 예술인촌에 거주하는 유명 작가들 및 인제군 관내 문화예술단체의 작품활동 지원과 작품을 전시하고자 마련된 전시공간이다. (출처 : 강원도청)",,,,09:30 ~ 18:00 (관람 종료 30분 전까지는 입장),"매주 월요일, 1월 1일, 명절당일(구정, 추석), 관공서의 공휴일 다음날, 기획전시 종료 후 전시준비기간(홈페이지 참조)",,,,,,없음,없음,없음,
아리랑박물관,26125.0,,,강원특별자치도 정선군 정선읍 애산로 51,37.3764354374,128.6715623056,"7천만 한민족의 민요를 넘어 세계인의 노래인 아리랑, 유네스코 인류무형문화유산이자 대한민국 무형문화재인 아리랑의 역사, 현재, 그리고 미래를 보여주는 5천여 점의 자료가 전시되어 있는 곳이다. 풍부하고 희귀한 자료를 바탕으로 다양한 주제의 기획전과 특별전을 운영하며, 아리랑의 전승과 대중화에 기여하고 있다. 관람 하루 전까지 전화 또는 홈페이지 사전예약을 하면 박물관 직원으로부터 전시유물 설명을 들을 수 있다. 문화의 날 (매달 마지막 수요일) 에는 무료 관람이 가능하다.",,,,10:00 - 18:00,"매주 월요일, 1월1일, 추석, 설날","2,000원(입장권 구매 시 지역상품권 2,000원 증정)","무료: 보호자 동반 6세 이하 어린이, 국가유공자, 장애인, 문화가 있는 날",,주차가능,,없음,불가,없음,
자연아놀자 체험학습박물관,25471.0,,,강원특별자치도 강릉시 난설헌로 105(포남동),37.785295491199996,128.90382893379999,"‘자연아놀자체험학습박물관’은 강릉시 포남동에 위치하고 있으며, 다양한 생물들을 보고, 듣고, 느끼며 생태 체험을 할 수 있어 아이들에게 특별한 추억을 만들어 줄 수 있는 박물관이다. 이 박물관에서는 다양한 생물들의 전시프로그램을 제공하며 곤충, 파충류, 포유류, 갑각류 등의 체험학습을 할 수 있다. (출처 : 강원도청)",,,,10:00~19:00 (입장마감 17:30),,"일반 10,000원",,,주차 가능,,없음,없음,없음,
